customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,customer_value,loyal_customer,estimated_revenue
1181,23,Male,Skirt,Clothing,23.0,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,34.0,Cash,Monthly,Low Value,True,782.0
2130,40,Male,Skirt,Clothing,57.0,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,12.0,Paypal,Every 3 Months,Medium Value,False,684.0
995,53,Male,Shoes,Footwear,68.0,New York,L,Violet,Fall,3.2,Yes,Express,Yes,20.0,Debit Card,Monthly,Medium Value,False,1360.0
1230,34,Male,Jewelry,Accessories,52.0,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,39.0,Bank Transfer,Annually,Medium Value,True,2028.0
4319,47,Other,Watch,Electronics,65.0,Houston,M,Green,Summer,3.7,Yes,Express,Yes,28.0,Paypal,Monthly,Medium Value,True,1820.0
4708,33,Female,Bag,Electronics,65.0,New York,M,Green,Winter,4.0,Yes,Standard,Yes,31.0,Debit Card,Quarterly,Medium Value,True,2015.0
4827,20,Female,Laptop,Electronics,65.0,Houston,M,Green,Summer,3.7,No,Express,No,17.0,Debit Card,Monthly,Medium Value,False,1105.0
1348,44,Male,Sweater,Clothing,95.0,Vermont,M,Cyan,Summer,3.9,No,2-Day Shipping,Yes,47.0,Bank Transfer,Monthly,High Value,True,4465.0
4584,55,Female,Watch,Clothing,65.0,New York,M,Black,Autumn,5.0,No,Express,Yes,25.0,Debit Card,Quarterly,Medium Value,False,1625.0
3116,26,Female,Scarf,Accessories,53.0,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,9.0,Bank Transfer,Bi-Weekly,Medium Value,False,477.0
1168,60,Male,Socks,Clothing,83.0,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,16.0,Paypal,Quarterly,High Value,False,1328.0
3685,29,Female,Skirt,Clothing,86.0,Pennsylvania,L,Charcoal,Spring,4.4,No,Free Shipping,No,47.0,Credit Card,Bi-Weekly,High Value,True,4042.0
4111,49,Male,Phone,Clothing,65.0,Houston,M,Black,Summer,3.7,No,Express,No,25.0,Paypal,Weekly,Medium Value,False,1625.0
2850,56,Female,Coat,Outerwear,25.0,New Hampshire,M,Gold,Spring,4.1,No,Express,No,27.0,Paypal,Bi-Weekly,Low Value,True,675.0
1636,68,Male,Sunglasses,Accessories,24.0,North Carolina,L,Violet,Summer,3.2,No,Standard,Yes,40.0,Cash,Annually,Low Value,True,960.0
1489,23,Male,Hat,Accessories,44.0,Hawaii,L,Pink,Winter,4.0,No,Standard,Yes,37.0,Credit Card,Weekly,Low Value,True,1628.0
3827,50,Female,Jacket,Outerwear,31.0,Montana,M,Gray,Summer,4.0,No,Express,No,25.0,Bank Transfer,Annually,Low Value,False,775.0
2417,59,Male,Sandals,Footwear,83.0,Nebraska,S,Black,Summer,4.0,No,Next Day Air,No,26.0,Credit Card,Every 3 Months,High Value,True,2158.0
2832,34,Female,Hoodie,Clothing,53.0,Virginia,L,Pink,Winter,5.0,No,Express,No,4.0,Credit Card,Weekly,Medium Value,False,212.0
2367,30,Male,Shoes,Footwear,66.0,New Mexico,L,Brown,Winter,3.6,No,Express,No,32.0,Credit Card,Fortnightly,Medium Value,True,2112.0
4851,42,Female,Watch,Accessories,65.0,Chicago,L,Blue,Autumn,3.7,No,Standard,Yes,25.0,Cash,Weekly,Medium Value,False,1625.0
508,65,Male,Shorts,Clothing,20.0,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,33.0,Debit Card,Fortnightly,Low Value,True,660.0
2098,33,Male,Sneakers,Footwear,43.0,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,5.0,Credit Card,Weekly,Low Value,False,215.0
1080,18,Male,Coat,Outerwear,33.0,Oklahoma,S,Blue,Summer,4.4,No,Free Shipping,Yes,48.0,Bank Transfer,Monthly,Low Value,True,1584.0
4292,27,Other,Laptop,Electronics,65.0,Houston,M,Blue,Summer,3.7,Yes,Express,Yes,25.0,Credit Card,Weekly,Medium Value,False,1625.0
3036,69,Female,Handbag,Accessories,64.0,Kentucky,M,Gold,Spring,4.5,No,Free Shipping,No,18.0,Cash,Bi-Weekly,Medium Value,False,1152.0
3554,62,Female,Shoes,Footwear,99.0,Minnesota,M,Charcoal,Spring,4.9,No,Free Shipping,No,32.0,Bank Transfer,Weekly,High Value,True,3168.0
2077,59,Male,Gloves,Accessories,23.0,Florida,S,Indigo,Fall,4.6,No,Free Shipping,No,22.0,Debit Card,Bi-Weekly,Low Value,False,506.0
3088,62,Female,Shirt,Clothing,84.0,North Carolina,M,Charcoal,Spring,3.1,No,Free Shipping,No,29.0,Bank Transfer,Monthly,High Value,True,2436.0
3739,34,Female,Shorts,Clothing,45.0,Delaware,M,Brown,Spring,2.7,No,Free Shipping,No,48.0,Cash,Fortnightly,Low Value,True,2160.0
3309,55,Female,Jeans,Clothing,70.0,Utah,M,Pink,Fall,2.6,No,Express,No,29.0,Cash,Monthly,Medium Value,True,2030.0
2922,20,Female,Handbag,Accessories,24.0,Wisconsin,M,Cyan,Fall,4.6,No,Standard,No,11.0,Cash,Fortnightly,Low Value,False,264.0
660,62,Male,Shorts,Clothing,52.0,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,8.0,Cash,Weekly,Medium Value,False,416.0
3632,48,Female,Hat,Accessories,50.0,New Jersey,M,Peach,Fall,2.9,No,Store Pickup,No,26.0,Credit Card,Monthly,Low Value,True,1300.0
3217,39,Female,Hoodie,Clothing,85.0,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,18.0,Cash,Weekly,High Value,False,1530.0
3696,38,Female,Skirt,Clothing,33.0,Florida,M,White,Fall,4.6,No,Standard,No,18.0,Bank Transfer,Fortnightly,Low Value,False,594.0
146,24,Male,Jewelry,Accessories,95.0,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,44.0,Debit Card,Quarterly,High Value,True,4180.0
693,35,Male,Sunglasses,Accessories,95.0,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,40.0,Debit Card,Every 3 Months,High Value,True,3800.0
1837,66,Male,Pants,Clothing,52.0,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,35.0,Credit Card,Monthly,Medium Value,True,1820.0
598,70,Male,Jewelry,Accessories,69.0,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,19.0,Bank Transfer,Fortnightly,Medium Value,False,1311.0
165,59,Male,Handbag,Accessories,65.0,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,5.0,Credit Card,Fortnightly,Medium Value,False,325.0
1186,47,Male,Jeans,Clothing,64.0,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,29.0,Credit Card,Monthly,Medium Value,True,1856.0
3328,47,Female,Shorts,Clothing,64.0,Connecticut,M,Black,Spring,4.1,No,Express,No,2.0,Debit Card,Quarterly,Medium Value,False,128.0
4153,67,Other,Shoes,Accessories,65.0,Los Angeles,M,Red,Spring,3.7,No,Express,No,31.0,Credit Card,Monthly,Medium Value,True,2015.0
4057,41,Female,Shoes,Electronics,65.0,Los Angeles,M,Black,Winter,3.7,No,Standard,Yes,10.0,Credit Card,Quarterly,Medium Value,False,650.0
3889,45,Female,Sneakers,Footwear,69.0,Virginia,M,Violet,Spring,3.4,No,Standard,No,14.0,Venmo,Bi-Weekly,Medium Value,False,966.0
106,69,Male,Backpack,Accessories,96.0,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,4.0,Bank Transfer,Annually,High Value,False,384.0
63,30,Male,Sneakers,Footwear,21.0,Mississippi,S,Magenta,Spring,3.8,Yes,Free Shipping,Yes,31.0,Credit Card,Fortnightly,Low Value,True,651.0
3455,55,Female,Handbag,Accessories,71.0,Louisiana,S,Lavender,Fall,4.6,No,Store Pickup,No,15.0,Paypal,Bi-Weekly,High Value,False,1065.0
2500,52,Male,Hoodie,Clothing,73.0,Louisiana,L,Pink,Summer,3.1,No,Next Day Air,No,2.0,Cash,Quarterly,High Value,False,146.0
2136,34,Male,Sunglasses,Accessories,94.0,California,S,Yellow,Winter,4.6,No,Next Day Air,No,1.0,Debit Card,Every 3 Months,High Value,False,94.0
3584,52,Female,Blouse,Clothing,77.0,Arizona,L,Brown,Summer,2.7,No,Store Pickup,No,44.0,Credit Card,Every 3 Months,High Value,True,3388.0
4118,18,Other,Shirt,Accessories,65.0,Phoenix,S,Black,Summer,3.0,Yes,Standard,No,25.0,Debit Card,Quarterly,Medium Value,False,1625.0
2547,63,Male,Boots,Footwear,21.0,Texas,L,Gray,Summer,3.0,No,Express,No,4.0,Credit Card,Quarterly,Low Value,False,84.0
4972,46,Other,Bag,Accessories,34.65,New York,M,White,Autumn,4.0,No,Express,Yes,3.0,Debit Card,Monthly,Low Value,False,103.94999999999999
3365,50,Female,Scarf,Accessories,33.0,Oregon,M,Peach,Fall,3.2,No,Standard,No,7.0,Credit Card,Monthly,Low Value,False,231.0
1637,58,Male,Boots,Footwear,22.0,North Dakota,L,Green,Fall,4.0,No,Free Shipping,Yes,49.0,Cash,Fortnightly,Low Value,True,1078.0
2000,39,Male,Socks,Clothing,89.0,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,26.0,Debit Card,Monthly,High Value,True,2314.0
2603,65,Male,Coat,Outerwear,44.0,South Carolina,M,Black,Fall,2.9,No,Free Shipping,No,1.0,Venmo,Quarterly,Low Value,False,44.0
2700,25,Female,Boots,Footwear,96.0,Utah,M,Violet,Fall,3.6,No,2-Day Shipping,No,49.0,Debit Card,Annually,High Value,True,4704.0
3371,30,Female,Belt,Accessories,31.0,Illinois,M,Charcoal,Summer,2.8,No,Store Pickup,No,46.0,Cash,Fortnightly,Low Value,True,1426.0
3599,23,Female,Hoodie,Clothing,76.0,Connecticut,XL,Purple,Spring,4.6,No,Store Pickup,No,19.0,Bank Transfer,Bi-Weekly,High Value,False,1444.0
1432,39,Male,Pants,Clothing,88.0,South Dakota,M,Cyan,Fall,2.9,No,Express,Yes,29.0,Venmo,Quarterly,High Value,True,2552.0
2381,41,Male,Scarf,Accessories,66.0,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,36.0,Paypal,Fortnightly,Medium Value,True,2376.0
2120,58,Male,Jewelry,Accessories,57.0,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,36.0,Venmo,Bi-Weekly,Medium Value,True,2052.0
3502,53,Female,Shoes,Footwear,87.0,Nebraska,M,Silver,Fall,4.8,No,Standard,No,43.0,Bank Transfer,Weekly,High Value,True,3741.0
3551,63,Female,Shoes,Footwear,74.0,West Virginia,S,Orange,Winter,4.8,No,Standard,No,32.0,Cash,Weekly,High Value,True,2368.0
712,64,Male,Boots,Footwear,60.0,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,13.0,Bank Transfer,Bi-Weekly,Medium Value,False,780.0
1337,23,Male,Sneakers,Footwear,85.0,Oregon,M,Charcoal,Spring,4.8,No,Store Pickup,Yes,44.0,Debit Card,Fortnightly,High Value,True,3740.0
1047,40,Male,Sneakers,Footwear,22.0,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,12.0,Venmo,Annually,Low Value,False,264.0
2225,18,Male,Gloves,Accessories,25.0,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,38.0,Cash,Quarterly,Low Value,True,950.0
3525,69,Female,Pants,Clothing,74.0,Michigan,L,Silver,Summer,2.9,No,Free Shipping,No,30.0,Credit Card,Monthly,High Value,True,2220.0
3199,61,Female,Gloves,Accessories,94.0,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,39.0,Debit Card,Weekly,High Value,True,3666.0
70,48,Male,Belt,Accessories,70.0,Tennessee,S,Cyan,Summer,4.4,Yes,Express,Yes,5.0,Cash,Weekly,Medium Value,False,350.0
2721,55,Female,Scarf,Accessories,52.0,Maryland,M,Peach,Spring,2.8,No,Store Pickup,No,45.0,Bank Transfer,Quarterly,Medium Value,True,2340.0
436,51,Male,Coat,Outerwear,28.0,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,42.0,Bank Transfer,Monthly,Low Value,True,1176.0
387,64,Male,Jewelry,Accessories,39.0,Louisiana,L,Brown,Spring,3.4,Yes,Express,Yes,40.0,Paypal,Quarterly,Low Value,True,1560.0
3867,58,Female,Hat,Accessories,32.0,Alaska,M,Beige,Winter,3.3,No,2-Day Shipping,No,33.0,Credit Card,Fortnightly,Low Value,True,1056.0
3358,41,Female,Hoodie,Clothing,67.0,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,37.0,Credit Card,Monthly,Medium Value,True,2479.0
608,47,Male,Hoodie,Clothing,23.0,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,44.0,Cash,Monthly,Low Value,True,1012.0
115,70,Male,Coat,Outerwear,95.0,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,9.0,Cash,Weekly,High Value,False,855.0
4712,60,Male,Laptop,Clothing,95.15,Chicago,S,Red,Summer,3.7,No,Standard,No,16.0,Cash,Monthly,High Value,False,1522.4
2568,19,Male,Sunglasses,Accessories,25.0,Michigan,XL,Gold,Spring,4.3,No,Store Pickup,No,24.0,Cash,Fortnightly,Low Value,False,600.0
4381,53,Female,Watch,Clothing,65.0,Chicago,M,Blue,Summer,3.0,No,Express,Yes,25.0,Paypal,Monthly,Medium Value,False,1625.0
4192,46,Other,Watch,Electronics,105.21,Houston,M,Green,Winter,3.7,Yes,Standard,Yes,25.0,Paypal,Monthly,High Value,False,2630.25
235,20,Male,Gloves,Accessories,39.0,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,24.0,Credit Card,Weekly,Low Value,False,936.0
3699,25,Female,Skirt,Clothing,54.0,California,XL,Maroon,Spring,4.0,No,2-Day Shipping,No,4.0,Venmo,Annually,Medium Value,False,216.0
3215,53,Female,Skirt,Clothing,78.0,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,6.0,Debit Card,Annually,High Value,False,468.0
1876,63,Male,Boots,Footwear,71.0,Tennessee,M,Brown,Winter,3.9,No,Next Day Air,No,6.0,Credit Card,Quarterly,High Value,False,426.0
1625,38,Male,Sweater,Clothing,32.0,Florida,M,White,Winter,3.6,No,Free Shipping,Yes,40.0,Paypal,Every 3 Months,Low Value,True,1280.0
1396,47,Male,Scarf,Accessories,32.0,West Virginia,L,Turquoise,Spring,2.8,No,Next Day Air,Yes,40.0,Paypal,Bi-Weekly,Low Value,True,1280.0
9,26,Male,Coat,Outerwear,97.0,West Virginia,L,Silver,Summer,2.6,Yes,Express,Yes,8.0,Venmo,Annually,High Value,False,776.0
2168,30,Male,Skirt,Clothing,48.0,Ohio,L,Green,Winter,4.9,No,Standard,No,33.0,Venmo,Fortnightly,Low Value,True,1584.0
749,35,Male,Hat,Accessories,39.0,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,8.0,Bank Transfer,Quarterly,Low Value,False,312.0
2507,57,Male,Dress,Clothing,82.0,New York,XL,Orange,Spring,4.4,No,Free Shipping,No,19.0,Venmo,Annually,High Value,False,1558.0
1285,65,Male,Dress,Clothing,93.0,Arkansas,M,Black,Spring,3.9,No,Express,Yes,38.0,Paypal,Fortnightly,High Value,True,3534.0
4047,49,Male,Watch,Electronics,65.0,Phoenix,M,White,Summer,5.0,Yes,Standard,No,25.0,Cash,Weekly,Medium Value,False,1625.0
5014,60,Female,Shirt,Accessories,65.0,Phoenix,S,Green,Winter,2.0,Yes,Standard,Yes,44.0,Debit Card,Monthly,Medium Value,True,2860.0
1195,50,Male,Hoodie,Clothing,46.0,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,6.0,Credit Card,Fortnightly,Low Value,False,276.0
2013,48,Male,Jeans,Clothing,53.0,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,5.0,Cash,Fortnightly,Medium Value,False,265.0
4076,57,Other,Watch,Clothing,65.0,Phoenix,M,White,Summer,2.0,No,Express,No,38.0,Credit Card,Weekly,Medium Value,True,2470.0
2050,68,Male,Boots,Footwear,24.0,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,15.0,Venmo,Annually,Low Value,False,360.0
1306,31,Male,Pants,Clothing,56.0,Mississippi,XL,Peach,Spring,4.5,No,Express,Yes,2.0,Paypal,Every 3 Months,Medium Value,False,112.0
5024,38,Other,Bag,Electronics,65.0,Los Angeles,M,Green,Summer,3.7,Yes,Express,Yes,25.0,Debit Card,Quarterly,Medium Value,False,1625.0
3170,35,Female,T-shirt,Clothing,59.0,Georgia,M,White,Fall,3.8,No,Free Shipping,No,3.0,Venmo,Weekly,Medium Value,False,177.0
1116,30,Male,Hat,Accessories,58.0,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,37.0,Cash,Weekly,Medium Value,True,2146.0
2317,28,Male,Sneakers,Footwear,39.0,Montana,L,Yellow,Winter,3.8,No,Standard,No,7.0,Debit Card,Annually,Low Value,False,273.0
728,62,Male,Sweater,Clothing,97.0,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,37.0,Venmo,Every 3 Months,High Value,True,3589.0
467,38,Male,Jeans,Clothing,24.0,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,25.0,Paypal,Weekly,Low Value,False,600.0
4235,56,Other,Headphones,Clothing,65.0,New York,S,Red,Spring,3.7,Yes,Express,Yes,25.0,Debit Card,Quarterly,Medium Value,False,1625.0
656,20,Male,Handbag,Accessories,36.0,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,19.0,Venmo,Monthly,Low Value,False,684.0
4542,28,Other,Shoes,Electronics,65.0,Houston,M,Red,Summer,3.7,Yes,Express,No,25.0,Paypal,Weekly,Medium Value,False,1625.0
99,20,Male,Jeans,Clothing,67.0,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,Yes,20.0,Bank Transfer,Annually,Medium Value,False,1340.0
3681,22,Female,Sunglasses,Accessories,36.0,Iowa,S,Blue,Winter,2.9,No,Standard,No,30.0,Debit Card,Quarterly,Low Value,True,1080.0
3715,18,Female,Hat,Accessories,31.0,New York,S,Peach,Winter,3.9,No,Express,No,35.0,Credit Card,Weekly,Low Value,True,1085.0
2726,64,Female,Backpack,Accessories,99.0,Mississippi,S,Violet,Summer,2.7,No,Free Shipping,No,4.0,Debit Card,Annually,High Value,False,396.0
2544,27,Male,Scarf,Accessories,56.0,West Virginia,L,Peach,Spring,2.7,No,Next Day Air,No,30.0,Paypal,Bi-Weekly,Medium Value,True,1680.0
2834,43,Female,Jeans,Clothing,56.0,Arkansas,M,Teal,Fall,3.3,No,Free Shipping,No,19.0,Cash,Monthly,Medium Value,False,1064.0
1084,35,Male,Backpack,Accessories,97.0,Washington,L,Teal,Summer,3.3,No,Store Pickup,Yes,43.0,Cash,Weekly,High Value,True,4171.0
2904,38,Female,Scarf,Accessories,39.0,Delaware,S,Teal,Spring,3.5,No,2-Day Shipping,No,24.0,Credit Card,Every 3 Months,Low Value,False,936.0
964,21,Male,Boots,Footwear,63.0,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,14.0,Credit Card,Weekly,Medium Value,False,882.0
299,69,Male,T-shirt,Clothing,53.0,Maryland,M,Lavender,Winter,4.0,Yes,Standard,Yes,11.0,Venmo,Every 3 Months,Medium Value,False,583.0
1327,40,Male,Shoes,Footwear,50.0,Texas,M,Indigo,Spring,3.7,No,Free Shipping,Yes,17.0,Cash,Monthly,Low Value,False,850.0
2789,56,Female,Boots,Footwear,92.0,Rhode Island,M,Olive,Summer,3.1,No,Free Shipping,No,2.0,Credit Card,Annually,High Value,False,184.0
2321,28,Male,Shoes,Footwear,55.0,New Mexico,M,Olive,Spring,3.7,No,Free Shipping,No,9.0,Debit Card,Every 3 Months,Medium Value,False,495.0
79,50,Male,Skirt,Clothing,91.0,Nebraska,M,Maroon,Spring,4.7,Yes,Free Shipping,Yes,50.0,Venmo,Fortnightly,High Value,True,4550.0
771,19,Male,Sneakers,Footwear,54.0,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,8.0,Credit Card,Annually,Medium Value,False,432.0
1543,59,Male,Blouse,Clothing,44.0,Hawaii,M,Maroon,Winter,3.5,No,Next Day Air,Yes,43.0,Paypal,Weekly,Low Value,True,1892.0
2223,32,Male,Pants,Clothing,66.0,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,30.0,Credit Card,Weekly,Medium Value,True,1980.0
3461,41,Female,Scarf,Accessories,78.0,Indiana,M,Gold,Spring,3.1,No,Express,No,5.0,Bank Transfer,Bi-Weekly,High Value,False,390.0
1952,33,Male,Gloves,Accessories,53.0,Connecticut,L,Gold,Summer,2.7,No,Next Day Air,No,32.0,Bank Transfer,Bi-Weekly,Medium Value,True,1696.0
